                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0128,                 3.3359,                0.96348,                0.55202,                0.73063,                0.65154,                0.56095,                0.56847,                  1.215,                0.82685,             5.9598e-05,             5.9598e-05,             5.9598e-05
